error	reads	squared_error
0.0025454545454545174	5	6.479338842975064e-6
0.006212121212121224	6	3.859044995408647e-5
-0.01831168831168828	7	3.3531792882442115e-4
0.0157954545454545	8	2.4949638429751925e-4
-0.011010101010101025	9	1.2122232425262762e-4
0.0035454545454545183	10	1.2570247933884105e-5
0.02954545454545454	10	8.729338842975204e-4
-0.007954545454545436	20	6.327479338842946e-5
-0.005121212121212082	30	2.6226813590449554e-5
-0.007954545454545436	40	6.327479338842946e-5
0.006945454545454588	50	4.8239338842975796e-5
-0.003621212121212136	60	1.3113177226813699e-5
0.0016883116883117388	70	2.850396356890034e-6
0.0014204545454545858	80	2.017691115702594e-6
0.0034343434343434565	90	1.1794714825018008e-5
0.0028454545454545954	100	8.096611570248218e-6
0.0013454545454545386	100	1.810247933884279e-6
-5.045454545454797e-4	200	2.5456611570250475e-7
0.0015787878787878462	300	2.492571166207427e-6
-7.795454545455049e-4	400	6.076911157025579e-7
-2.3454545454548725e-4	500	5.501157024794923e-8
0.002678787878787836	600	7.1759044995406346e-6
5.311688311688822e-4	700	2.8214032720531653e-7
-1.1704545454549464e-4	800	1.3699638429761453e-8
0.002089898989898975	900	4.367677787980756e-6
-7.845454545455377e-4	1000	6.155115702480644e-7
7.054545454545647e-4	1000	4.976661157025064e-7
0.0010404545454545389	2000	1.082545661157011e-6
0.0011621212121212254	3000	1.3505257116621062e-6
-0.0014345454545454661	4000	2.057920661157058e-6
5.814545454545517e-4	5000	3.380893884297593e-7
2.471212121212263e-4	6000	6.106889348026412e-8
2.0974025974029864e-4	7000	4.399097655592794e-8
-1.7045454545505656e-5	8000	2.9054752066289945e-10
3.72121212121157e-4	9000	1.3847419651051914e-7
6.384545454545254e-4	10000	4.0762420661154466e-7
0.042072072072072086	1	0.001770059248437628
0.027072072072072073	2	7.328970862754647e-4
0.02540540540540548	3	6.454346238130059e-4
0.004572072072072109	4	2.0903843032221746e-5
-0.007927927927927847	5	6.285204123041833e-5
0.00873873873873876	6	7.63655547439335e-5
0.00921492921492928	7	8.491492043615715e-5
-0.0054279279279279	8	2.9462401590779667e-5
0.007627627627627698	9	5.818070322574934e-5
-0.006927927927927846	10	4.7996185374562616e-5
-0.004927927927927844	10	2.4284473662851217e-5
-4.279279279278958e-4	20	1.831223115006624e-7
-2.612612612612475e-4	30	6.825744663581782e-8
-0.0014279279279278967	40	2.0389781673564564e-6
0.001472072072072117	50	2.166996185374696e-6
-0.0029279279279278425	60	8.572761951139829e-6
-0.004927927927927844	70	2.4284473662851217e-5
-0.0033029279279278567	80	1.0909332897085805e-5
4.054054054054568e-4	90	1.6435354273196275e-7
-0.004227927927927921	100	1.7875374563752885e-5
-0.0011279279279279297	100	1.272221410599793e-6
4.220720720721216e-4	200	1.7814483402325422e-7
7.054054054054237e-4	300	4.975967859751902e-7
3.4707207207207436e-4	400	1.2045902321240318e-7
7.207207207216015e-5	500	5.194383572774648e-9
0.001072072072072161	600	1.1493385277170969e-6
-0.0011422136422135631	700	1.3046520044587737e-6
0.0019345720720721493	800	3.7425691020415295e-6
0.0016387387387387653	900	2.685464653843119e-6
-0.0015879279279278347	1000	2.5215151042931865e-6
5.520720720721961e-4	1000	3.047835727620881e-7
-5.22927927927852e-4	2000	2.7345361780691683e-7
-3.179279279278413e-4	3000	1.0107816735649065e-7
-2.7927927927828833e-5	4000	7.799691583420017e-10
-3.159279279278948e-4	5000	9.98104556448131e-8
2.1707207207211088e-4	6000	4.7120284473679696e-8
-7.779279279278573e-4	7000	6.051718610501295e-7
-4.16779279278634e-5	8000	1.7370496763601761e-9
-3.268168168167884e-4	9000	1.0680923175425824e-7
4.3072072072103396e-5	10000	1.8552033925844693e-9
-0.0016513761467890076	1	2.72704317818371e-6
0.008348623853211001	2	6.96995202424037e-5
-0.004984709480122307	3	2.48473286012212e-5
0.005848623853211055	4	3.420640097634932e-5
-0.007651376146789013	5	5.854355693965188e-5
0.008348623853211001	6	6.96995202424037e-5
0.0026343381389253295	7	6.939737430196569e-6
8.486238532110502e-4	8	7.2016244423877e-7
0.0027930682976554655	9	7.801230515368e-6
0.001348623853210995	10	1.8187862974496716e-6
0.001348623853210995	10	1.8187862974496716e-6
0.003348623853210997	20	1.1213281710293664e-5
-3.1804281345559904e-4	30	1.0115123119075297e-7
-0.005901376146788984	40	3.4826240425889994e-5
0.0011486238532110171	50	1.3193367561653243e-6
-0.0016513761467890076	60	2.72704317818371e-6
-5.085190039317844e-4	70	2.5859157735977417e-7
8.486238532110502e-4	80	7.2016244423877e-7
0.001348623853210995	90	1.8187862974496716e-6
-0.0010513761467889626	100	1.1053918020368063e-6
4.8623853211027246e-5	100	2.3642791010875247e-9
-9.013761467889791e-4	200	8.124789580001472e-7
-2.513761467889397e-4	300	6.318996717445456e-8
8.236238532109974e-4	400	6.783562515781306e-7
-3.713761467890597e-4	500	1.3792024240388922e-7
-1.5137614678895073e-4	600	2.291473781666996e-8
3.914809960681165e-4	700	1.5325737028248464e-7
3.7362385321104696e-4	800	1.3959478368826997e-7
3.486238532109942e-4	900	1.2153859102768084e-7
8.623853210987242e-6	1000	7.437084420465497e-11
2.1862385321103073e-4	1000	4.779638919283831e-8
8.623853210987242e-6	2000	7.437084420465497e-11
9.529051987766657e-5	3000	9.080283178555968e-9
-1.0887614678900537e-4	4000	1.1854015339621044e-8
-1.5376146788925737e-5	5000	2.364258900745913e-10
9.695718654434415e-5	6000	9.400696022594751e-9
1.8623853211052754e-5	7000	3.4684790842684e-10
2.1362385321099797e-4	8000	4.563515066071401e-8
2.0846075433178513e-5	9000	4.345588609657687e-10
4.762385321099849e-5	10000	2.2680313946627314e-9
0.00990099009900991	1	9.802960494069226e-5
0.00990099009900991	2	9.802960494069226e-5
0.0032343234323432	3	1.04608480650043e-5
0.0024009900990099586	4	5.764753455543851e-6
-0.002099009900990101	5	4.405842564454473e-6
-0.008432343234323403	6	7.110441242143967e-5
-0.0029561527581329905	7	8.738839129417287e-6
0.006150990099009879	8	3.783467919811756e-5
-0.0012101210121011619	9	1.4643928639287402e-6
-0.002099009900990101	10	4.405842564454473e-6
-0.0010990099009901	10	1.2078227624742693e-6
-9.90099009900991e-5	20	9.802960494069227e-9
5.676567656766052e-4	30	3.222342036184242e-7
-0.0033490099009900742	40	1.1215867316929548e-5
-4.99009900990055e-4	50	2.4901088128610454e-7
4.0099009900984584e-4	60	1.6079305950392598e-7
3.295615275813457e-4	70	1.0861080046175009e-7
0.0010259900990099435	80	1.0526556832664338e-6
1.2321232123213566e-4	90	1.5181276103410988e-8
-3.9900990099006606e-4	100	1.5920890108810232e-7
-6.99009900990144e-4	100	4.88614841682251e-7
8.009900990099128e-4	200	6.415851387119099e-7
-1.6567656765675842e-4	300	2.744872507052445e-8
9.900990098898887e-7	400	9.80296049384938e-13
-9.90099009900991e-5	500	9.802960494069227e-9
-3.3234323432340673e-4	600	1.1045202540054284e-7
9.152758132956462e-4	700	8.377298144040066e-7
9.900990098898887e-7	800	9.80296049384938e-13
4.0099009900995686e-4	900	1.60793059504015e-7
2.7099009900988236e-4	1000	7.343563376138585e-8
-6.90099009901246e-5	1000	4.762366434666801e-9
-2.390099009901281e-4	2000	5.7125732771310834e-8
-2.2567656765681843e-4	3000	5.092991318936254e-8
-2.5150990099009896e-4	4000	6.325723029604938e-8
-3.30099009900886e-5	5000	1.0896535633754526e-9
1.8099009900995888e-4	6000	3.275741593963472e-8
-2.361527581329348e-4	7000	5.57681251737924e-8
-1.6525990099014454e-4	8000	2.7310834875272376e-8
-2.7012101210122097e-4	9000	7.296536117858797e-8
-1.1400990099008634e-4	10000	1.299825752376929e-8
-0.013658536585365866	1	1.8655562165377786e-4
0.02634146341463417	2	6.938726948245104e-4
-0.033658536585365884	3	0.0011328970850684136
0.0013414634146341475	4	1.7995240928019069e-6
0.014341463414634159	5	2.0567757287329007e-4
0.0030081300813008527	6	9.048846586027074e-6
0.019198606271777052	7	3.685864827787172e-4
0.027591463414634143	8	7.612888533610944e-4
-0.024769647696476937	9	6.135354470075853e-4
0.010341463414634156	10	1.0694586555621673e-4
-0.010658536585365863	10	1.136044021415826e-4
-0.005158536585365803	20	2.6610499702557474e-5
-0.0016585365853658551	30	2.7507436049970306e-6
0.005841463414634207	40	3.412269482450993e-5
0.0037414634146341053	50	1.3998548483045498e-5
-0.0011585365853657992	60	1.3422070196310457e-6
-0.0015156794425087439	70	2.2972841724436168e-6
-0.0032835365853658427	80	1.0781612507435978e-5
-0.002769647696476918	90	7.670948362599898e-6
0.0033414634146341493	100	1.116537775133851e-5
-7.585365853658432e-4	100	5.753777513384732e-7
6.914634146341081e-4	200	4.781216537774605e-7
4.4146341463413563e-4	300	1.9488994646043076e-7
-2.8353658536584003e-4	400	8.039299524092029e-8
-0.0014185365853658372	500	2.012246044021369e-6
-0.0011418699186991343	600	1.3038669112299676e-6
9.414634146341916e-4	700	8.863533610946717e-7
0.002491463414634132	800	6.207389946460368e-6
-0.0019252032520324924	900	3.7064075616364847e-6
-0.0019085365853658276	1000	3.642511897679853e-6
0.0017014634146341745	1000	2.894977751338585e-6
6.564634146342119e-4	2000	4.309442147532092e-7
-6.118699186992149e-4	3000	3.7438479740898386e-7
6.589634146341172e-4	4000	4.342327818262555e-7
2.3746341463415366e-4	5000	5.638887328971198e-8
4.231300813007932e-4	6000	1.7903906570161588e-7
-1.1996515679435493e-4	7000	1.4391638844694163e-8
-1.1603658536585293e-4	8000	1.3464489143366874e-8
1.8590785907857121e-4	9000	3.4561732067177895e-8
1.9746341463411365e-4	10000	3.899180011896389e-8
-0.02585365853658539	1	6.684116597263545e-4
-0.020853658536585384	2	4.348750743605005e-4
0.004146341463414638	3	1.719214753123144e-5
0.03664634146341461	4	0.001342954342653181
0.004146341463414638	5	1.719214753123144e-5
0.009146341463414642	6	8.36555621653779e-5
-0.027282229965156835	7	7.443200718717015e-4
-0.0033536585365853133	8	1.1247025580011546e-5
8.130081300813385e-4	9	6.609822195783547e-7
-0.0028536585365853684	10	8.143367043426546e-6
-0.006853658536585372	10	4.6972635336109545e-5
0.010646341463414588	20	1.1334458655562067e-4
-0.0018536585365853675	30	3.436049970255806e-6
-0.005103658536585343	40	2.604733045806044e-5
-0.0018536585365853675	50	3.436049970255806e-6
-0.0016869918699187192	60	2.8459415691718567e-6
3.484320557523013e-6	70	1.214048974757748e-11
-2.2865853658537993e-4	80	5.2284726353367534e-8
0.002368563685636871	90	5.610093932917717e-6
-7.536585365853776e-4	100	5.68001189768013e-7
-0.0022536585365853234	100	5.078976799523902e-6
0.00284634146341467	200	8.101659726353565e-6
-0.0032536585365853243	300	1.0586293872694554e-5
-0.002678658536585332	400	7.175211555621473e-6
0.0015663414634146111	500	2.4534255800118256e-6
0.0012130081300812945	600	1.4713887236433186e-6
-0.001567944250871034	700	2.458449173839528e-6
4.3384146341463037e-4	800	1.8821841537774805e-7
-8.699186991867336e-5	900	7.567585431947387e-9
0.0011963414634146297	1000	1.4312328970850577e-6
9.634146341463978e-5	1000	9.281677572874375e-9
-9.436585365852901e-4	2000	8.904914336702913e-7
-6.736585365854086e-4	3000	4.5381582391439437e-7
3.1634146341463776e-4	4000	1.000719214753146e-7
5.143414634146692e-4	5000	2.6454714098754356e-7
1.9800813008130635e-4	6000	3.920721957829554e-8
-4.6080139372817186e-4	7000	2.1233792446182568e-7
7.138414634146883e-4	8000	5.095696348900238e-7
4.6634146341462124e-4	9000	2.1747436049969053e-7
1.363414634146798e-4	10000	1.8588994646056467e-8
-0.006301369863013662	1	3.970726215049681e-5
-0.0013013698630136572	2	1.6935635203601849e-6
0.0070319634703196465	3	4.944851024790993e-5
0.0011986301369864005	4	1.4367142052920374e-6
-0.00430136986301366	5	1.8501782698442152e-5
-0.0029680365296803624	6	8.809240841517048e-6
0.0036986301369863472	7	1.3679864890223646e-5
-0.003801369863013604	8	1.4450412835428067e-5
-0.007412480974124724	9	5.494487419176102e-5
-0.002301369863013658	10	5.296303246387504e-6
0.0036986301369863472	10	1.3679864890223646e-5
-8.013698630136012e-4	20	6.42193657346438e-7
0.004031963470319644	30	1.6256729425992025e-5
-0.0010513698630136847	40	1.1053785888534142e-6
6.986301369863446e-4	50	4.880840683055586e-7
0.0011986301369862895	60	1.4367142052917712e-6
6.986301369863446e-4	70	4.880840683055586e-7
-0.0018013698630136021	80	3.2449333833736437e-6
9.208523592085793e-4	90	8.479690674600064e-7
5.986301369863556e-4	100	3.5835804090830284e-7
6.986301369863446e-4	100	4.880840683055586e-7
9.863013698629963e-5	200	9.727903921936231e-9
-8.013698630136012e-4	300	6.42193657346438e-7
-6.26369863013676e-4	400	3.9233920529177125e-7
1.8630136986330648e-5	500	3.470820041294452e-10
-1.3698630136893541e-6	600	1.8765246762740795e-12
-1.2994129158505618e-4	700	1.6884739258792595e-8
-3.013698630136563e-4	800	9.082379433286997e-8
2.6529680365305897e-4	900	7.038239402852973e-8
1.8630136986330648e-5	1000	3.470820041294452e-10
-5.013698630136343e-4	1000	2.513717395383104e-7
2.4363013698636138e-4	2000	5.935564364799321e-8
6.196347031972582e-5	3000	3.839471654063543e-9
-1.8886986301369646e-4	4000	3.567182515481247e-8
6.263013698637465e-5	5000	3.922534058932054e-9
-1.5136986301367283e-4	6000	2.291283542877808e-8
